file,speaker,label,word,device,env,distance,peak_dbfs,rms_dbfs,warnings,timestamp
ball/s01_ball_esp32_035.wav,p1,ball,ball,esp32,p1_fino,perto,-13.4,-31.4,,2026-09-25T20:00:13
cat/s01_cat_esp32_036.wav,p1,cat,cat,esp32,p1_fino,longe,-9.8,-31.3,,2026-09-25T20:00:16
ball/s01_ball_esp32_036.wav,p1,ball,ball,esp32,p1_fino,perto,-12.4,-28.0,,2026-09-25T20:00:20
ball/s01_ball_esp32_037.wav,p1,ball,ball,esp32,p1_fino,longe,-13.2,-30.4,,2026-09-25T20:00:23
dog/s01_dog_esp32_037.wav,p1,dog,dog,esp32,p1_fino,medio,-9.2,-27.5,,2026-09-25T20:00:27
ball/s01_ball_esp32_038.wav,p1,ball,ball,esp32,p1_fino,perto,-12.0,-31.9,palavra pode estar CORTADA no início/fim,2026-09-25T20:00:30
unknown/s01_sun_esp32_002.wav,p1,unknown,sun,esp32,p1_fino,longe,-11.9,-31.9,,2026-09-25T20:00:33
ball/s01_ball_esp32_039.wav,p1,ball,ball,esp32,p1_fino,perto,-11.2,-29.9,palavra pode estar CORTADA no início/fim,2026-09-25T20:00:36
unknown/s01_doll_esp32_002.wav,p1,unknown,doll,esp32,p1_fino,medio,-13.5,-30.4,palavra pode estar CORTADA no início/fim,2026-09-25T20:00:40
unknown/s01_wall_esp32_002.wav,p1,unknown,wall,esp32,p1_fino,perto,-5.8,-24.1,,2026-09-25T20:00:43
noise/s01_tosse_esp32_002.wav,p1,noise,tosse,esp32,p1_fino,medio,-4.3,-27.3,,2026-09-25T20:00:46
noise/s01_silencio_esp32_007.wav,p1,noise,silencio,esp32,p1_fino,medio,-37.4,-47.8,,2026-09-25T20:00:49
dog/s01_dog_esp32_038.wav,p1,dog,dog,esp32,p1_fino,medio,-15.7,-31.4,,2026-09-25T20:00:52
dog/s01_dog_esp32_039.wav,p1,dog,dog,esp32,p1_fino,medio,-14.5,-30.5,,2026-09-25T20:00:55
unknown/s01_mom_esp32_002.wav,p1,unknown,mom,esp32,p1_fino,medio,-15.3,-32.4,,2026-09-25T20:00:58
noise/s01_silencio_esp32_008.wav,p1,noise,silencio,esp32,p1_fino,medio,-35.5,-48.5,,2026-09-25T20:01:01
ball/s01_ball_esp32_040.wav,p1,ball,ball,esp32,p1_fino,medio,-13.4,-32.1,palavra pode estar CORTADA no início/fim,2026-09-25T20:01:05
cat/s01_cat_esp32_037.wav,p1,cat,cat,esp32,p1_fino,medio,-15.0,-33.7,palavra pode estar CORTADA no início/fim,2026-09-25T20:01:08
dog/s01_dog_esp32_040.wav,p1,dog,dog,esp32,p1_fino,medio,-34.5,-48.6,palavra pode estar CORTADA no início/fim,2026-09-25T20:01:10
dog/s01_dog_esp32_040.wav,p1,dog,dog,esp32,p1_fino,perto,-35.3,-47.6,palavra pode estar CORTADA no início/fim,2026-09-25T20:01:17
cat/s01_cat_esp32_038.wav,p1,cat,cat,esp32,p1_fino,perto,-12.4,-33.0,palavra pode estar CORTADA no início/fim,2026-09-25T20:01:20
noise/s01_respiro_esp32_002.wav,p1,noise,respiro,esp32,p1_fino,medio,-5.9,-25.0,,2026-09-25T20:01:23
cat/s01_cat_esp32_039.wav,p1,cat,cat,esp32,p1_fino,longe,-35.5,-49.1,palavra pode estar CORTADA no início/fim,2026-09-25T20:01:27
cat/s01_cat_esp32_039.wav,p1,cat,cat,esp32,p1_fino,medio,-12.1,-29.5,,2026-09-25T20:01:34
cat/s01_cat_esp32_040.wav,p1,cat,cat,esp32,p1_fino,perto,-10.0,-28.0,,2026-09-25T20:01:39
unknown/s01_dot_esp32_002.wav,p1,unknown,dot,esp32,p1_fino,perto,-7.9,-30.1,palavra pode estar CORTADA no início/fim,2026-09-25T20:01:43
unknown/s01_door_esp32_002.wav,p1,unknown,door,esp32,p1_fino,perto,-9.6,-25.8,,2026-09-25T20:01:47
dog/s01_dog_esp32_041.wav,p1,dog,dog,esp32,p1_grave,perto,-7.4,-25.8,palavra pode estar CORTADA no início/fim,2026-09-25T20:02:38
cat/s01_cat_esp32_041.wav,p1,cat,cat,esp32,p1_grave,perto,-5.3,-26.7,palavra pode estar CORTADA no início/fim,2026-09-25T20:02:41
ball/s01_ball_esp32_041.wav,p1,ball,ball,esp32,p1_grave,longe,-10.5,-29.1,palavra pode estar CORTADA no início/fim,2026-09-25T20:02:44
unknown/s01_call_esp32_003.wav,p1,unknown,call,esp32,p1_grave,medio,-11.1,-29.7,palavra pode estar CORTADA no início/fim,2026-09-25T20:02:48
dog/s01_dog_esp32_042.wav,p1,dog,dog,esp32,p1_grave,perto,-9.2,-28.9,palavra pode estar CORTADA no início/fim,2026-09-25T20:02:51
dog/s01_dog_esp32_043.wav,p1,dog,dog,esp32,p1_grave,longe,-19.0,-36.7,palavra pode estar CORTADA no início/fim,2026-09-25T20:02:54
cat/s01_cat_esp32_042.wav,p1,cat,cat,esp32,p1_grave,longe,-21.8,-39.2,palavra pode estar CORTADA no início/fim,2026-09-25T20:02:58
dog/s01_dog_esp32_044.wav,p1,dog,dog,esp32,p1_grave,medio,-20.6,-38.7,palavra pode estar CORTADA no início/fim,2026-09-25T20:03:01
ball/s01_ball_esp32_042.wav,p1,ball,ball,esp32,p1_grave,perto,-11.8,-29.4,palavra pode estar CORTADA no início/fim,2026-09-25T20:03:04
unknown/s01_cake_esp32_003.wav,p1,unknown,cake,esp32,p1_grave,longe,-18.2,-38.0,palavra pode estar CORTADA no início/fim,2026-09-25T20:03:07
dog/s01_dog_esp32_045.wav,p1,dog,dog,esp32,p1_grave,longe,-22.4,-39.6,palavra pode estar CORTADA no início/fim,2026-09-25T20:03:10
noise/s01_mesa_esp32_003.wav,p1,noise,mesa,esp32,p1_grave,medio,-4.0,-31.9,,2026-09-25T20:03:14
noise/s01_silencio_esp32_009.wav,p1,noise,silencio,esp32,p1_grave,medio,-33.3,-47.4,,2026-09-25T20:03:17
dog/s01_dog_esp32_046.wav,p1,dog,dog,esp32,p1_grave,perto,-12.7,-32.7,palavra pode estar CORTADA no início/fim,2026-09-25T20:03:21
ball/s01_ball_esp32_043.wav,p1,ball,ball,esp32,p1_grave,perto,-12.3,-33.0,palavra pode estar CORTADA no início/fim,2026-09-25T20:03:24
dog/s01_dog_esp32_047.wav,p1,dog,dog,esp32,p1_grave,longe,-17.8,-38.0,palavra pode estar CORTADA no início/fim,2026-09-25T20:03:28
ball/s01_ball_esp32_044.wav,p1,ball,ball,esp32,p1_grave,perto,-15.9,-32.2,palavra pode estar CORTADA no início/fim,2026-09-25T20:03:31
dog/s01_dog_esp32_048.wav,p1,dog,dog,esp32,p1_grave,medio,-14.3,-34.5,palavra pode estar CORTADA no início/fim,2026-09-25T20:03:35
unknown/s01_oi_esp32_003.wav,p1,unknown,oi,esp32,p1_grave,medio,-14.2,-32.6,palavra pode estar CORTADA no início/fim,2026-09-25T20:03:38
dog/s01_dog_esp32_049.wav,p1,dog,dog,esp32,p1_grave,medio,-12.5,-31.0,palavra pode estar CORTADA no início/fim,2026-09-25T20:03:41
dog/s01_dog_esp32_050.wav,p1,dog,dog,esp32,p1_grave,perto,-2.7,-22.7,palavra pode estar CORTADA no início/fim,2026-09-25T20:03:44
cat/s01_cat_esp32_043.wav,p1,cat,cat,esp32,p1_grave,perto,-2.5,-27.5,palavra pode estar CORTADA no início/fim,2026-09-25T20:03:47
dog/s01_dog_esp32_051.wav,p1,dog,dog,esp32,p1_grave,perto,-11.2,-32.1,,2026-09-25T20:03:51
dog/s01_dog_esp32_052.wav,p1,dog,dog,esp32,p1_grave,medio,-15.2,-32.6,palavra pode estar CORTADA no início/fim,2026-09-25T20:03:54
ball/s01_ball_esp32_045.wav,p1,ball,ball,esp32,p1_grave,medio,-11.0,-28.3,,2026-09-25T20:03:57
unknown/s01_hello_esp32_003.wav,p1,unknown,hello,esp32,p1_grave,perto,-18.3,-34.1,palavra pode estar CORTADA no início/fim,2026-09-25T20:04:00
cat/s01_cat_esp32_044.wav,p1,cat,cat,esp32,p1_grave,longe,-12.1,-33.4,palavra pode estar CORTADA no início/fim,2026-09-25T20:04:03
cat/s01_cat_esp32_045.wav,p1,cat,cat,esp32,p1_grave,perto,-15.2,-35.2,palavra pode estar CORTADA no início/fim,2026-09-25T20:04:06
unknown/s01_cachorro_esp32_003.wav,p1,unknown,cachorro,esp32,p1_grave,perto,-6.8,-27.4,palavra pode estar CORTADA no início/fim,2026-09-25T20:04:10
dog/s01_dog_esp32_053.wav,p1,dog,dog,esp32,p1_grave,longe,-11.7,-31.0,palavra pode estar CORTADA no início/fim,2026-09-25T20:04:13
ball/s01_ball_esp32_046.wav,p1,ball,ball,esp32,p1_grave,perto,-8.5,-28.6,palavra pode estar CORTADA no início/fim,2026-09-25T20:04:16
ball/s01_ball_esp32_047.wav,p1,ball,ball,esp32,p1_grave,perto,-11.2,-29.8,,2026-09-25T20:04:18
dog/s01_dog_esp32_054.wav,p1,dog,dog,esp32,p1_grave,medio,-11.3,-29.1,,2026-09-25T20:04:22
unknown/s01_mamae_esp32_003.wav,p1,unknown,mamae,esp32,p1_grave,medio,-16.7,-33.4,palavra pode estar CORTADA no início/fim,2026-09-25T20:04:25
ball/s01_ball_esp32_048.wav,p1,ball,ball,esp32,p1_grave,medio,-11.1,-28.5,palavra pode estar CORTADA no início/fim,2026-09-25T20:04:28
ball/s01_ball_esp32_048.wav,p1,ball,ball,esp32,p1_grave,perto,-11.9,-29.9,,2026-09-25T20:04:34
cat/s01_cat_esp32_046.wav,p1,cat,cat,esp32,p1_grave,medio,-13.9,-32.6,palavra pode estar CORTADA no início/fim,2026-09-25T20:04:42
cat/s01_cat_esp32_047.wav,p1,cat,cat,esp32,p1_grave,perto,-5.7,-26.8,palavra pode estar CORTADA no início/fim,2026-09-25T20:04:46
cat/s01_cat_esp32_048.wav,p1,cat,cat,esp32,p1_grave,longe,-14.3,-34.2,palavra pode estar CORTADA no início/fim,2026-09-25T20:04:50
ball/s01_ball_esp32_049.wav,p1,ball,ball,esp32,p1_grave,longe,-14.9,-33.3,palavra pode estar CORTADA no início/fim,2026-09-25T20:04:55
cat/s01_cat_esp32_049.wav,p1,cat,cat,esp32,p1_grave,longe,-14.2,-32.0,,2026-09-25T20:07:01
unknown/s01_tree_esp32_003.wav,p1,unknown,tree,esp32,p1_grave,medio,-22.6,-40.0,palavra pode estar CORTADA no início/fim,2026-09-25T20:07:09
cat/s01_cat_esp32_050.wav,p1,cat,cat,esp32,p1_grave,longe,-11.7,-31.1,,2026-09-25T20:07:13
unknown/s01_bola_esp32_003.wav,p1,unknown,bola,esp32,p1_grave,medio,-17.1,-33.2,,2026-09-25T20:07:17
unknown/s01_bowl_esp32_003.wav,p1,unknown,bowl,esp32,p1_grave,longe,-10.9,-29.4,,2026-09-25T20:09:15
unknown/s01_bat_esp32_003.wav,p1,unknown,bat,esp32,p1_grave,medio,-10.0,-31.2,,2026-09-25T20:09:18
unknown/s01_hat_esp32_003.wav,p1,unknown,hat,esp32,p1_grave,perto,-0.0,-18.5,SATURADO (fale mais longe/baixo)|palavra pode estar CORTADA no início/fim,2026-09-25T20:09:21
unknown/s01_tall_esp32_003.wav,p1,unknown,tall,esp32,p1_grave,longe,-8.8,-29.2,,2026-09-25T20:09:24
dog/s01_dog_esp32_055.wav,p1,dog,dog,esp32,p1_grave,longe,-12.5,-31.2,,2026-09-25T20:12:58
cat/s01_cat_esp32_051.wav,p1,cat,cat,esp32,p1_grave,medio,-8.4,-31.5,,2026-09-25T20:13:01
unknown/s01_book_esp32_003.wav,p1,unknown,book,esp32,p1_grave,longe,-20.4,-39.5,,2026-09-25T20:13:04
unknown/s01_car_esp32_003.wav,p1,unknown,car,esp32,p1_grave,longe,-3.5,-23.2,,2026-09-25T20:13:07
unknown/s01_log_esp32_003.wav,p1,unknown,log,esp32,p1_grave,longe,-13.9,-33.2,,2026-09-25T20:13:10
noise/s01_palma_esp32_005.wav,p1,noise,palma,esp32,p1_grave,medio,0.0,-22.7,,2026-09-25T20:13:15
ball/s01_ball_esp32_050.wav,p1,ball,ball,esp32,p1_grave,medio,-9.9,-27.1,,2026-09-25T20:13:22
cat/s01_cat_esp32_052.wav,p1,cat,cat,esp32,p1_grave,medio,-6.4,-28.4,,2026-09-25T20:13:24
unknown/s01_cap_esp32_003.wav,p1,unknown,cap,esp32,p1_grave,longe,-13.8,-31.5,,2026-09-25T20:13:27
cat/s01_cat_esp32_053.wav,p1,cat,cat,esp32,p1_grave,perto,-15.4,-35.8,,2026-09-25T20:13:31
cat/s01_cat_esp32_054.wav,p1,cat,cat,esp32,p1_grave,medio,-11.8,-34.2,,2026-09-25T20:13:34
unknown/s01_gato_esp32_003.wav,p1,unknown,gato,esp32,p1_grave,medio,-9.3,-29.7,,2026-09-25T20:13:37
unknown/s01_fall_esp32_003.wav,p1,unknown,fall,esp32,p1_grave,perto,-6.2,-21.5,palavra pode estar CORTADA no início/fim,2026-09-25T20:13:41
unknown/s01_nao_esp32_003.wav,p1,unknown,nao,esp32,p1_grave,perto,-0.0,-17.0,,2026-09-25T20:13:44
noise/s01_palma_esp32_006.wav,p1,noise,palma,esp32,p1_grave,medio,-4.4,-36.2,,2026-09-25T20:13:47
unknown/s01_sim_esp32_003.wav,p1,unknown,sim,esp32,p1_grave,longe,-12.6,-32.9,,2026-09-25T20:13:51
ball/s01_ball_esp32_051.wav,p1,ball,ball,esp32,p1_grave,perto,-7.2,-24.3,,2026-09-25T20:13:57
ball/s01_ball_esp32_052.wav,p1,ball,ball,esp32,p1_grave,perto,-3.8,-22.9,,2026-09-25T20:14:01
cat/s01_cat_esp32_055.wav,p1,cat,cat,esp32,p1_grave,perto,-7.7,-26.6,,2026-09-25T20:14:04
unknown/s01_dug_esp32_003.wav,p1,unknown,dug,esp32,p1_grave,perto,-12.4,-28.2,palavra pode estar CORTADA no início/fim,2026-09-25T20:14:07
unknown/s01_bell_esp32_003.wav,p1,unknown,bell,esp32,p1_grave,longe,-13.4,-30.2,palavra pode estar CORTADA no início/fim,2026-09-25T20:14:11
ball/s01_ball_esp32_053.wav,p1,ball,ball,esp32,p1_grave,longe,-10.1,-24.3,,2026-09-25T20:14:18
unknown/s01_apple_esp32_003.wav,p1,unknown,apple,esp32,p1_grave,medio,-9.0,-27.2,,2026-09-25T20:14:22
ball/s01_ball_esp32_054.wav,p1,ball,ball,esp32,p1_grave,medio,-11.9,-27.9,,2026-09-25T20:14:42
unknown/s01_casa_esp32_003.wav,p1,unknown,casa,esp32,p1_grave,medio,-13.3,-29.7,,2026-09-25T20:14:47
noise/s01_frase_esp32_003.wav,p1,noise,frase,esp32,p1_grave,perto,-8.9,-24.7,,2026-09-25T20:14:51
noise/s01_silencio_esp32_010.wav,p1,noise,silencio,esp32,p1_grave,medio,-40.2,-49.2,,2026-09-25T20:14:56
dog/s01_dog_esp32_056.wav,p1,dog,dog,esp32,p1_grave,perto,-1.7,-20.5,,2026-09-25T20:15:02
ball/s01_ball_esp32_055.wav,p1,ball,ball,esp32,p1_grave,perto,-4.4,-25.5,,2026-09-25T20:15:05
cat/s01_cat_esp32_056.wav,p1,cat,cat,esp32,p1_grave,longe,-11.6,-29.3,,2026-09-25T20:15:08
ball/s01_ball_esp32_056.wav,p1,ball,ball,esp32,p1_grave,perto,-10.2,-27.2,,2026-09-25T20:15:25
ball/s01_ball_esp32_057.wav,p1,ball,ball,esp32,p1_grave,longe,-14.4,-32.1,palavra pode estar CORTADA no início/fim,2026-09-25T20:15:28
dog/s01_dog_esp32_057.wav,p1,dog,dog,esp32,p1_grave,perto,-7.4,-28.0,,2026-09-25T20:15:32
ball/s01_ball_esp32_058.wav,p1,ball,ball,esp32,p1_grave,longe,-10.6,-25.2,,2026-09-25T20:15:35
unknown/s01_sun_esp32_003.wav,p1,unknown,sun,esp32,p1_grave,medio,-15.1,-34.8,,2026-09-25T20:15:38
ball/s01_ball_esp32_059.wav,p1,ball,ball,esp32,p1_grave,perto,-4.8,-21.3,,2026-09-25T20:15:41
unknown/s01_doll_esp32_003.wav,p1,unknown,doll,esp32,p1_grave,longe,-13.7,-29.7,,2026-09-25T20:15:45
unknown/s01_wall_esp32_003.wav,p1,unknown,wall,esp32,p1_grave,perto,-7.9,-28.1,palavra pode estar CORTADA no início/fim,2026-09-25T20:15:48
noise/s01_tosse_esp32_003.wav,p1,noise,tosse,esp32,p1_grave,medio,0.0,-11.2,SATURADO (fale mais longe/baixo),2026-09-25T20:15:52
noise/s01_silencio_esp32_011.wav,p1,noise,silencio,esp32,p1_grave,medio,-39.6,-50.5,,2026-09-25T20:15:55
dog/s01_dog_esp32_058.wav,p1,dog,dog,esp32,p1_grave,medio,-8.3,-25.7,,2026-09-25T20:15:58
dog/s01_dog_esp32_059.wav,p1,dog,dog,esp32,p1_grave,perto,-4.6,-20.9,,2026-09-25T20:16:01
unknown/s01_mom_esp32_003.wav,p1,unknown,mom,esp32,p1_grave,medio,-11.3,-29.8,,2026-09-25T20:16:05
noise/s01_silencio_esp32_012.wav,p1,noise,silencio,esp32,p1_grave,medio,-40.0,-51.6,,2026-09-25T20:16:08
ball/s01_ball_esp32_060.wav,p1,ball,ball,esp32,p1_grave,medio,-5.5,-24.5,,2026-09-25T20:16:11
cat/s01_cat_esp32_057.wav,p1,cat,cat,esp32,p1_grave,medio,-4.4,-22.8,,2026-09-25T20:16:14
dog/s01_dog_esp32_060.wav,p1,dog,dog,esp32,p1_grave,medio,-10.2,-29.0,,2026-09-25T20:16:19
cat/s01_cat_esp32_058.wav,p1,cat,cat,esp32,p1_grave,medio,-8.4,-27.4,,2026-09-25T20:16:22
noise/s01_respiro_esp32_003.wav,p1,noise,respiro,esp32,p1_grave,medio,-7.7,-28.6,,2026-09-25T20:16:26
cat/s01_cat_esp32_059.wav,p1,cat,cat,esp32,p1_grave,medio,-9.9,-26.3,,2026-09-25T20:16:35
cat/s01_cat_esp32_060.wav,p1,cat,cat,esp32,p1_grave,perto,-1.6,-18.5,palavra pode estar CORTADA no início/fim,2026-09-25T20:16:38
unknown/s01_dot_esp32_003.wav,p1,unknown,dot,esp32,p1_grave,perto,-0.0,-20.3,,2026-09-25T20:16:41
unknown/s01_door_esp32_003.wav,p1,unknown,door,esp32,p1_grave,perto,-0.7,-16.6,,2026-09-25T20:16:44
noise/bg_ambiente_esp32_012.wav,bg,noise,ambiente,esp32,sala,medio,-39.5,-52.7,,2026-09-26T08:18:54
noise/bg_ambiente_esp32_013.wav,bg,noise,ambiente,esp32,sala,medio,-44.8,-55.2,,2026-09-26T08:19:02
noise/bg_ambiente_esp32_014.wav,bg,noise,ambiente,esp32,sala,medio,-44.4,-54.7,,2026-09-26T08:19:05
noise/bg_ambiente_esp32_015.wav,bg,noise,ambiente,esp32,sala,medio,-43.7,-54.3,,2026-09-26T08:19:09
noise/bg_ambiente_esp32_016.wav,bg,noise,ambiente,esp32,sala,medio,-40.5,-51.2,,2026-09-26T08:19:12
noise/bg_ambiente_esp32_017.wav,bg,noise,ambiente,esp32,sala,medio,-37.6,-49.3,,2026-09-26T08:19:20
noise/bg_ambiente_esp32_018.wav,bg,noise,ambiente,esp32,sala,medio,-43.6,-53.6,,2026-09-26T08:19:25
noise/bg_ambiente_esp32_019.wav,bg,noise,ambiente,esp32,sala,medio,-41.5,-53.2,,2026-09-26T08:19:28
noise/bg_ambiente_esp32_020.wav,bg,noise,ambiente,esp32,sala,medio,-42.9,-52.8,,2026-09-26T08:19:32
noise/bg_ambiente_esp32_021.wav,bg,noise,ambiente,esp32,sala,medio,-40.5,-51.7,,2026-09-26T08:19:36
noise/bg_ambiente_esp32_022.wav,bg,noise,ambiente,esp32,sala,medio,-42.4,-53.4,,2026-09-26T08:19:39
noise/bg_ambiente_esp32_023.wav,bg,noise,ambiente,esp32,sala,medio,-46.8,-56.7,,2026-09-26T08:19:42
noise/bg_ambiente_esp32_024.wav,bg,noise,ambiente,esp32,sala_sussurros,medio,-40.7,-52.8,,2026-09-26T08:21:06
noise/bg_ambiente_esp32_025.wav,bg,noise,ambiente,esp32,sala_sussurros,medio,-40.6,-51.6,,2026-09-26T08:21:11
noise/bg_ambiente_esp32_026.wav,bg,noise,ambiente,esp32,sala_sussurros,medio,-40.6,-50.8,,2026-09-26T08:21:16
noise/bg_ambiente_esp32_027.wav,bg,noise,ambiente,esp32,sala_sussurros,medio,-42.7,-53.2,,2026-09-26T08:21:20
noise/bg_ambiente_esp32_028.wav,bg,noise,ambiente,esp32,sala_sussurros,medio,-40.0,-52.1,,2026-09-26T08:21:23
noise/bg_ambiente_esp32_029.wav,bg,noise,ambiente,esp32,sala_sussurros,medio,-38.4,-51.1,,2026-09-26T08:21:33
noise/bg_ambiente_esp32_030.wav,bg,noise,ambiente,esp32,sala_sussurros,medio,-38.0,-51.2,,2026-09-26T08:21:37
noise/bg_ambiente_esp32_031.wav,bg,noise,ambiente,esp32,sala_sussurros,medio,-33.8,-46.4,,2026-09-26T08:21:42
noise/bg_ambiente_esp32_032.wav,bg,noise,ambiente,esp32,sala_sussurros,medio,-35.9,-50.2,,2026-09-26T08:21:48
noise/bg_ambiente_esp32_033.wav,bg,noise,ambiente,esp32,sala_sussurros,medio,-36.4,-48.9,,2026-09-26T08:21:51
noise/bg_ambiente_esp32_034.wav,bg,noise,ambiente,esp32,sala_sussurros,medio,-33.1,-48.5,,2026-09-26T08:21:55
noise/bg_ambiente_esp32_035.wav,bg,noise,ambiente,esp32,sala_sussurros,medio,-34.9,-48.1,,2026-09-26T08:21:58
dog/s01_dog_esp32_061.wav,p2,dog,dog,esp32,p2,perto,-19.6,-37.0,,2026-09-26T08:23:34
cat/s01_cat_esp32_061.wav,p2,cat,cat,esp32,p2,perto,-19.1,-41.8,,2026-09-26T08:23:46
ball/s01_ball_esp32_061.wav,p2,ball,ball,esp32,p2,longe,-26.4,-42.2,,2026-09-26T08:23:55
unknown/s01_call_esp32_004.wav,p2,unknown,call,esp32,p2,medio,-21.6,-40.9,palavra pode estar CORTADA no início/fim,2026-09-26T08:23:59
dog/s01_dog_esp32_062.wav,p2,dog,dog,esp32,p2,perto,-22.8,-42.8,palavra pode estar CORTADA no início/fim,2026-09-26T08:24:04
dog/s01_dog_esp32_063.wav,p2,dog,dog,esp32,p2,longe,-25.1,-42.7,palavra pode estar CORTADA no início/fim,2026-09-26T08:24:35
dog/s01_dog_esp32_063.wav,p2,dog,dog,esp32,p2,medio,-27.3,-43.7,palavra pode estar CORTADA no início/fim,2026-09-26T08:24:47
cat/s01_cat_esp32_062.wav,p2,cat,cat,esp32,p2,perto,-25.8,-45.4,palavra pode estar CORTADA no início/fim,2026-09-26T08:24:51
dog/s01_dog_esp32_064.wav,p2,dog,dog,esp32,p2,longe,-30.7,-45.8,palavra pode estar CORTADA no início/fim,2026-09-26T08:24:55
ball/s01_ball_esp32_062.wav,p2,ball,ball,esp32,p2,longe,-27.9,-44.8,palavra pode estar CORTADA no início/fim,2026-09-26T08:24:59
unknown/s01_cake_esp32_004.wav,p2,unknown,cake,esp32,p2,perto,-20.9,-39.9,palavra pode estar CORTADA no início/fim,2026-09-26T08:25:04
dog/s01_dog_esp32_065.wav,p2,dog,dog,esp32,p2,perto,-24.0,-41.5,,2026-09-26T08:25:08
noise/s01_mesa_esp32_004.wav,p2,noise,mesa,esp32,p2,medio,-14.1,-41.0,,2026-09-26T08:25:19
noise/s01_silencio_esp32_013.wav,p2,noise,silencio,esp32,p2,medio,-37.9,-49.9,,2026-09-26T08:25:25
dog/s01_dog_esp32_066.wav,p2,dog,dog,esp32,p2,longe,-26.6,-43.2,palavra pode estar CORTADA no início/fim,2026-09-26T08:27:51
ball/s01_ball_esp32_063.wav,p2,ball,ball,esp32,p2,perto,-21.3,-37.8,palavra pode estar CORTADA no início/fim,2026-09-26T08:28:01
dog/s01_dog_esp32_067.wav,p2,dog,dog,esp32,p2,medio,-28.2,-43.5,palavra pode estar CORTADA no início/fim,2026-09-26T08:28:06
ball/s01_ball_esp32_064.wav,p2,ball,ball,esp32,p2,medio,-39.9,-50.3,palavra pode estar CORTADA no início/fim,2026-09-26T08:29:14
ball/s01_ball_esp32_064.wav,p2,ball,ball,esp32,p2,perto,-20.2,-39.4,,2026-09-26T08:29:31
dog/s01_dog_esp32_068.wav,p2,dog,dog,esp32,p2,perto,-17.1,-37.2,,2026-09-26T08:29:42
unknown/s01_oi_esp32_004.wav,p2,unknown,oi,esp32,p2,perto,-20.3,-37.8,,2026-09-26T08:29:50
dog/s01_dog_esp32_069.wav,p2,dog,dog,esp32,p2,medio,-20.2,-39.4,,2026-09-26T08:29:56
dog/s01_dog_esp32_070.wav,p2,dog,dog,esp32,p2,medio,-18.5,-37.7,,2026-09-26T08:30:04
cat/s01_cat_esp32_063.wav,p2,cat,cat,esp32,p2,perto,-19.4,-42.1,,2026-09-26T08:30:10
dog/s01_dog_esp32_071.wav,p2,dog,dog,esp32,p2,longe,-25.8,-43.4,palavra pode estar CORTADA no início/fim,2026-09-26T08:30:16
dog/s01_dog_esp32_072.wav,p2,dog,dog,esp32,p2,perto,-18.1,-37.9,,2026-09-26T08:30:21
ball/s01_ball_esp32_065.wav,p2,ball,ball,esp32,p2,perto,-17.3,-36.1,palavra pode estar CORTADA no início/fim,2026-09-26T08:30:25
unknown/s01_hello_esp32_004.wav,p2,unknown,hello,esp32,p2,longe,-20.3,-38.3,palavra pode estar CORTADA no início/fim,2026-09-26T08:30:31
cat/s01_cat_esp32_064.wav,p2,cat,cat,esp32,p2,perto,-18.7,-41.1,,2026-09-26T08:30:36
cat/s01_cat_esp32_065.wav,p2,cat,cat,esp32,p2,perto,-23.3,-44.4,,2026-09-26T08:30:41
unknown/s01_cachorro_esp32_004.wav,p2,unknown,cachorro,esp32,p2,medio,-23.5,-42.8,,2026-09-26T08:30:47
dog/s01_dog_esp32_073.wav,p2,dog,dog,esp32,p2,medio,-23.0,-42.1,palavra pode estar CORTADA no início/fim,2026-09-26T08:30:51
ball/s01_ball_esp32_066.wav,p2,ball,ball,esp32,p2,medio,-20.4,-39.5,,2026-09-26T08:30:55
ball/s01_ball_esp32_067.wav,p2,ball,ball,esp32,p2,perto,-21.4,-42.3,palavra pode estar CORTADA no início/fim,2026-09-26T08:30:59
dog/s01_dog_esp32_074.wav,p2,dog,dog,esp32,p2,perto,-21.6,-41.3,palavra pode estar CORTADA no início/fim,2026-09-26T08:31:04
unknown/s01_mamae_esp32_004.wav,p2,unknown,mamae,esp32,p2,medio,-26.5,-42.3,palavra pode estar CORTADA no início/fim,2026-09-26T08:31:10
ball/s01_ball_esp32_068.wav,p2,ball,ball,esp32,p2,perto,-20.9,-41.2,,2026-09-26T08:31:14
cat/s01_cat_esp32_066.wav,p2,cat,cat,esp32,p2,longe,-25.3,-45.3,,2026-09-26T08:31:20
cat/s01_cat_esp32_067.wav,p2,cat,cat,esp32,p2,longe,-25.9,-46.2,,2026-09-26T08:31:24
cat/s01_cat_esp32_068.wav,p2,cat,cat,esp32,p2,longe,-25.5,-46.6,palavra pode estar CORTADA no início/fim,2026-09-26T08:31:28
ball/s01_ball_esp32_069.wav,p2,ball,ball,esp32,p2,medio,-25.1,-43.4,,2026-09-26T08:31:33
cat/s01_cat_esp32_069.wav,p2,cat,cat,esp32,p2,longe,-24.4,-45.5,palavra pode estar CORTADA no início/fim,2026-09-26T08:31:39
unknown/s01_tree_esp32_004.wav,p2,unknown,tree,esp32,p2,medio,-22.4,-40.4,palavra pode estar CORTADA no início/fim,2026-09-26T08:31:45
cat/s01_cat_esp32_070.wav,p2,cat,cat,esp32,p2,longe,-23.2,-44.8,palavra pode estar CORTADA no início/fim,2026-09-26T08:31:51
